Customer_ID,Customer_Name,City,Age,Gender,Last_Purchase,Frequency,Monetary,Avg_Order_Value,Fav_Category,Recency_Days,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST5113,Customer_271,Kolkata,30,Female,2025-02-16,1,199283.0,199283.0,Electronics,320,1,2,3,6,Needs Attention
CUST5128,Customer_192,Bengaluru,47,Male,2025-04-01,1,242216.48,242216.48,Grocery,276,1,2,4,7,Needs Attention
CUST5129,Customer_404,Bengaluru,54,Male,2025-09-17,1,219522.18,219522.18,Education,107,3,2,4,9,Loyal High-Value
CUST5133,Customer_86,Pune,56,Female,2025-08-09,1,19382.82,19382.82,Electronics,146,3,2,1,6,Recent Low-Engagement
CUST5136,Customer_257,Mumbai,30,Male,2025-08-30,1,16506.48,16506.48,Grocery,125,3,2,1,6,Recent Low-Engagement
CUST5151,Customer_409,Bengaluru,55,Female,2025-07-04,1,86394.66,86394.66,Grocery,182,2,2,2,6,Lost / Churned
CUST5154,Customer_453,Mumbai,20,Male,2025-01-13,1,76131.68,76131.68,Education,354,1,2,2,5,Lost / Churned
CUST5155,Customer_165,Bengaluru,57,Male,2025-02-08,1,172543.0,172543.0,Electronics,328,1,2,3,6,Needs Attention
CUST5160,Customer_144,Delhi,52,Female,2025-12-24,1,1961.91,1961.91,Education,9,4,2,1,7,Recent Low-Engagement
CUST5168,Customer_295,Hyderabad,25,Male,2025-06-05,1,54797.1,54797.1,Electronics,211,2,2,2,6,Lost / Churned
CUST5178,Customer_170,Mumbai,23,Male,2025-06-01,1,109792.04,109792.04,Education,215,2,2,2,6,Lost / Churned
CUST5188,Customer_286,Gaya,53,Male,2025-02-08,1,439499.43,439499.43,Electronics,328,1,2,4,7,Needs Attention
CUST5206,Customer_327,Patna,52,Female,2025-12-22,1,65107.76,65107.76,Education,11,4,2,2,8,Recent Low-Engagement
CUST5211,Customer_215,Patna,53,Female,2025-03-18,1,191167.55,191167.55,Education,290,1,2,3,6,Needs Attention
CUST5214,Customer_142,Patna,63,Female,2025-06-19,1,86438.08,86438.08,Furniture,197,2,2,2,6,Lost / Churned
CUST5232,Customer_395,Gaya,54,Male,2025-02-13,1,62434.24,62434.24,Electronics,323,1,2,2,5,Lost / Churned
CUST5233,Customer_108,Mumbai,26,Male,2025-09-08,1,48906.12,48906.12,Education,116,3,2,2,7,Recent Low-Engagement
CUST5240,Customer_379,Patna,43,Male,2025-10-06,1,92846.81,92846.81,Electronics,88,3,2,2,7,Recent Low-Engagement
CUST5244,Customer_44,Pune,41,Male,2025-03-27,1,207547.7,207547.7,Grocery,281,1,2,3,6,Needs Attention
CUST5249,Customer_236,Pune,57,Male,2025-12-05,1,116373.8,116373.8,Fashion,28,4,2,3,9,Loyal High-Value
CUST5295,Customer_223,Kolkata,58,Female,2025-07-30,1,120358.95,120358.95,Education,156,3,2,3,8,Loyal High-Value
CUST5318,Customer_376,Bengaluru,61,Male,2025-06-06,1,93084.36,93084.36,Fashion,210,2,2,2,6,Lost / Churned
CUST5319,Customer_129,Mumbai,35,Female,2025-11-18,1,138242.6,138242.6,Electronics,45,4,2,3,9,Loyal High-Value
CUST5338,Customer_269,Patna,22,Female,2025-05-29,1,140731.05,140731.05,Fashion,218,2,2,3,7,Needs Attention
CUST5355,Customer_108,Delhi,23,Male,2025-03-20,1,47542.0,47542.0,Grocery,288,1,2,1,4,Lost / Churned
CUST5363,Customer_423,Delhi,56,Male,2025-11-18,2,265314.63,132657.315,Fashion,45,4,4,4,12,Champions
CUST5367,Customer_499,Hyderabad,25,Female,2025-09-01,1,35099.34,35099.34,Education,123,3,2,1,6,Recent Low-Engagement
CUST5373,Customer_256,Delhi,24,Male,2025-10-16,1,25737.43,25737.43,Fashion,78,4,2,1,7,Recent Low-Engagement
CUST5375,Customer_265,Bengaluru,60,Male,2025-03-11,1,36587.92,36587.92,Education,297,1,2,1,4,Lost / Churned
CUST5386,Customer_125,Gaya,47,Male,2025-05-16,1,244476.54,244476.54,Grocery,231,2,2,4,8,Needs Attention
CUST5389,Customer_362,Mumbai,44,Female,2025-11-27,1,58707.36,58707.36,Fashion,36,4,2,2,8,Recent Low-Engagement
CUST5406,Customer_164,Kolkata,30,Male,2025-09-12,1,47545.65,47545.65,Electronics,112,3,2,1,6,Recent Low-Engagement
CUST5413,Customer_20,Bengaluru,62,Male,2025-12-13,1,217109.48,217109.48,Electronics,20,4,2,4,10,Loyal High-Value
CUST5415,Customer_460,Delhi,29,Female,2025-10-31,1,12121.61,12121.61,Fashion,63,4,2,1,7,Recent Low-Engagement
CUST5418,Customer_491,Kolkata,41,Female,2025-08-17,1,177852.72,177852.72,Education,138,3,2,3,8,Loyal High-Value
CUST5419,Customer_263,Patna,65,Female,2025-09-20,1,7179.39,7179.39,Education,104,3,2,1,6,Recent Low-Engagement
CUST5430,Customer_333,Mumbai,48,Male,2025-06-29,1,138761.82,138761.82,Fashion,187,2,2,3,7,Needs Attention
CUST5431,Customer_396,Mumbai,60,Female,2025-01-20,1,215478.9,215478.9,Electronics,347,1,2,4,7,Needs Attention
CUST5432,Customer_163,Patna,57,Male,2025-11-08,1,15571.2,15571.2,Fashion,55,4,2,1,7,Recent Low-Engagement
CUST5433,Customer_355,Delhi,49,Male,2025-01-17,1,100010.88,100010.88,Education,350,1,2,2,5,Lost / Churned
CUST5454,Customer_368,Hyderabad,19,Female,2025-01-23,1,308555.0,308555.0,Furniture,344,1,2,4,7,Needs Attention
CUST5455,Customer_287,Bengaluru,26,Male,2025-03-17,1,86715.66,86715.66,Furniture,291,1,2,2,5,Lost / Churned
CUST5468,Customer_463,Bengaluru,32,Male,2025-11-16,1,299131.56,299131.56,Electronics,47,4,2,4,10,Loyal High-Value
CUST5477,Customer_249,Kolkata,37,Female,2025-10-10,1,284448.64,284448.64,Electronics,84,3,2,4,9,Loyal High-Value
CUST5505,Customer_189,Bengaluru,38,Female,2025-01-10,1,210141.3,210141.3,Education,357,1,2,3,6,Needs Attention
CUST5516,Customer_343,Kolkata,21,Male,2025-04-21,1,211333.38,211333.38,Grocery,256,2,2,3,7,Needs Attention
CUST5523,Customer_432,Pune,41,Male,2025-10-03,1,277513.83,277513.83,Furniture,91,3,2,4,9,Loyal High-Value
CUST5524,Customer_154,Hyderabad,44,Male,2025-10-15,1,128419.56,128419.56,Furniture,79,4,2,3,9,Loyal High-Value
CUST5529,Customer_227,Bengaluru,30,Female,2025-02-25,1,19808.39,19808.39,Grocery,311,1,2,1,4,Lost / Churned
CUST5535,Customer_146,Gaya,28,Male,2025-10-17,1,81639.9,81639.9,Grocery,77,4,2,2,8,Recent Low-Engagement
CUST5569,Customer_188,Pune,27,Female,2025-11-22,1,105715.35,105715.35,Fashion,41,4,2,2,8,Recent Low-Engagement
CUST5585,Customer_289,Kolkata,35,Male,2025-08-03,1,258727.23,258727.23,Furniture,152,3,2,4,9,Loyal High-Value
CUST5600,Customer_176,Bengaluru,27,Male,2025-06-26,1,143878.14,143878.14,Grocery,190,2,2,3,7,Needs Attention
CUST5605,Customer_23,Kolkata,30,Female,2025-08-16,1,126051.16,126051.16,Fashion,139,3,2,3,8,Loyal High-Value
CUST5607,Customer_265,Gaya,61,Female,2025-08-21,1,13129.64,13129.64,Grocery,134,3,2,1,6,Recent Low-Engagement
CUST5615,Customer_56,Bengaluru,63,Female,2025-06-14,1,7583.96,7583.96,Grocery,202,2,2,1,5,Lost / Churned
CUST5621,Customer_427,Delhi,62,Female,2025-10-14,1,134832.67,134832.67,Fashion,80,4,2,3,9,Loyal High-Value
CUST5624,Customer_25,Patna,22,Male,2025-11-27,1,319922.96,319922.96,Electronics,36,4,2,4,10,Loyal High-Value
CUST5702,Customer_381,Pune,48,Female,2025-07-11,1,139084.8,139084.8,Education,175,3,2,3,8,Loyal High-Value
CUST5718,Customer_251,Kolkata,62,Female,2025-07-01,1,80473.4,80473.4,Fashion,185,2,2,2,6,Lost / Churned
CUST5726,Customer_192,Pune,20,Male,2025-09-02,1,79157.2,79157.2,Electronics,122,3,2,2,7,Recent Low-Engagement
CUST5743,Customer_248,Gaya,28,Male,2025-07-15,1,86401.08,86401.08,Electronics,171,3,2,2,7,Recent Low-Engagement
CUST5762,Customer_404,Mumbai,20,Female,2025-10-20,1,31247.14,31247.14,Education,74,4,2,1,7,Recent Low-Engagement
CUST5766,Customer_85,Gaya,27,Male,2025-01-22,1,226028.39,226028.39,Fashion,345,1,2,4,7,Needs Attention
CUST5778,Customer_346,Patna,37,Male,2025-04-05,1,72124.72,72124.72,Fashion,272,2,2,2,6,Lost / Churned
CUST5791,Customer_113,Patna,62,Male,2025-01-09,1,78010.54,78010.54,Fashion,358,1,2,2,5,Lost / Churned
CUST5806,Customer_103,Mumbai,57,Female,2025-07-24,2,143666.99,71833.495,Education,162,3,4,3,10,Champions
CUST5829,Customer_37,Delhi,32,Male,2025-09-05,1,39956.16,39956.16,Education,119,3,2,1,6,Recent Low-Engagement
CUST5835,Customer_362,Patna,20,Male,2025-05-06,1,56623.16,56623.16,Electronics,241,2,3,2,7,Lost / Churned
CUST5851,Customer_418,Patna,50,Male,2025-05-14,1,83088.9,83088.9,Electronics,233,2,3,2,7,Lost / Churned
CUST5869,Customer_415,Delhi,23,Male,2025-02-20,1,285227.53,285227.53,Furniture,316,1,3,4,8,At-Risk High-Value
CUST5871,Customer_335,Delhi,39,Female,2025-02-25,1,136832.9,136832.9,Furniture,311,1,3,3,7,At-Risk High-Value
CUST5876,Customer_389,Patna,42,Female,2025-11-07,1,222899.82,222899.82,Electronics,56,4,3,4,11,Champions
CUST5899,Customer_500,Gaya,31,Female,2025-07-28,1,23158.0,23158.0,Electronics,158,3,3,1,7,Needs Attention
CUST5903,Customer_396,Hyderabad,27,Female,2025-04-26,1,13424.67,13424.67,Fashion,251,2,3,1,6,Lost / Churned
CUST5926,Customer_308,Gaya,54,Male,2025-12-12,1,311180.64,311180.64,Furniture,21,4,3,4,11,Champions
CUST5932,Customer_183,Gaya,62,Female,2025-06-30,1,74970.27,74970.27,Grocery,186,2,3,2,7,Lost / Churned
CUST5933,Customer_92,Mumbai,29,Male,2025-01-29,1,65068.15,65068.15,Furniture,338,1,3,2,6,Lost / Churned
CUST5945,Customer_49,Kolkata,40,Female,2025-02-04,1,200976.86,200976.86,Fashion,332,1,3,3,7,At-Risk High-Value
CUST5988,Customer_266,Kolkata,43,Male,2025-10-24,1,88672.76,88672.76,Furniture,70,4,3,2,9,Needs Attention
CUST6002,Customer_83,Delhi,46,Male,2025-11-04,1,214875.81,214875.81,Electronics,59,4,3,4,11,Champions
CUST6006,Customer_344,Delhi,38,Male,2025-04-19,1,186072.9,186072.9,Furniture,258,2,3,3,8,At-Risk High-Value
CUST6028,Customer_58,Delhi,39,Male,2025-03-25,1,82132.92,82132.92,Electronics,283,1,3,2,6,Lost / Churned
CUST6037,Customer_121,Patna,28,Male,2025-01-13,1,3586.58,3586.58,Electronics,354,1,3,1,5,Lost / Churned
CUST6067,Customer_316,Patna,55,Male,2025-09-05,2,209823.08000000002,104911.54000000001,Electronics,119,3,4,3,10,Champions
CUST6082,Customer_301,Mumbai,62,Male,2025-10-24,2,548416.39,274208.195,Electronics,70,4,4,4,12,Champions
CUST6096,Customer_53,Patna,51,Female,2025-02-08,1,197341.68,197341.68,Fashion,328,1,3,3,7,At-Risk High-Value
CUST6111,Customer_204,Hyderabad,34,Female,2025-12-22,2,156256.16,78128.08,Electronics,11,4,4,3,11,Champions
CUST6116,Customer_343,Gaya,32,Female,2025-07-09,1,86309.0,86309.0,Furniture,177,3,3,2,8,Needs Attention
CUST6136,Customer_328,Hyderabad,22,Male,2025-03-20,1,71273.3,71273.3,Furniture,288,1,3,2,6,Lost / Churned
CUST6142,Customer_410,Patna,37,Male,2025-01-26,1,128393.8,128393.8,Electronics,341,1,3,3,7,At-Risk High-Value
CUST6149,Customer_181,Patna,32,Female,2025-08-10,1,72673.95,72673.95,Electronics,145,3,3,2,8,Needs Attention
CUST6152,Customer_438,Bengaluru,39,Female,2025-10-21,1,118857.45,118857.45,Electronics,73,4,3,3,10,Champions
CUST6162,Customer_165,Mumbai,42,Male,2025-06-19,1,31849.44,31849.44,Electronics,197,2,3,1,6,Lost / Churned
CUST6173,Customer_51,Pune,22,Male,2025-08-03,1,150268.72,150268.72,Electronics,152,3,3,3,9,Champions
CUST6180,Customer_73,Patna,64,Male,2025-08-30,1,157078.86,157078.86,Electronics,125,3,3,3,9,Champions
CUST6206,Customer_18,Kolkata,50,Male,2025-12-12,1,302455.37,302455.37,Education,21,4,3,4,11,Champions
CUST6228,Customer_466,Pune,41,Female,2025-08-06,1,89287.2,89287.2,Education,149,3,3,2,8,Needs Attention
CUST6236,Customer_312,Kolkata,43,Female,2025-07-15,1,17039.73,17039.73,Electronics,171,3,3,1,7,Needs Attention
CUST6238,Customer_258,Gaya,55,Male,2025-12-04,1,259301.0,259301.0,Grocery,29,4,3,4,11,Champions
CUST6241,Customer_242,Hyderabad,55,Male,2025-02-14,1,18127.66,18127.66,Furniture,322,1,3,1,5,Lost / Churned
CUST6258,Customer_229,Pune,52,Male,2025-07-15,1,40225.63,40225.63,Electronics,171,3,3,1,7,Needs Attention
CUST6260,Customer_455,Gaya,37,Male,2025-04-24,1,105954.6,105954.6,Electronics,253,2,3,2,7,Lost / Churned
CUST6279,Customer_97,Kolkata,21,Female,2025-06-04,1,256986.2,256986.2,Electronics,212,2,3,4,9,At-Risk High-Value
CUST6288,Customer_407,Kolkata,55,Male,2025-01-16,1,17212.99,17212.99,Electronics,351,1,3,1,5,Lost / Churned
CUST6309,Customer_345,Mumbai,55,Female,2025-06-06,1,61486.2,61486.2,Grocery,210,2,3,2,7,Lost / Churned
CUST6311,Customer_257,Mumbai,65,Female,2025-10-31,1,301320.63,301320.63,Education,63,4,3,4,11,Champions
CUST6314,Customer_66,Gaya,19,Female,2025-02-20,1,155811.12,155811.12,Grocery,316,1,3,3,7,At-Risk High-Value
CUST6316,Customer_59,Pune,41,Male,2025-11-01,1,311126.04,311126.04,Electronics,62,4,3,4,11,Champions
CUST6319,Customer_393,Bengaluru,32,Female,2025-01-18,1,46629.03,46629.03,Fashion,349,1,3,1,5,Lost / Churned
CUST6336,Customer_63,Delhi,52,Male,2025-09-08,1,26771.99,26771.99,Electronics,116,3,3,1,7,Needs Attention
CUST6340,Customer_125,Gaya,37,Female,2025-09-15,1,21368.29,21368.29,Grocery,109,3,3,1,7,Needs Attention
CUST6345,Customer_420,Hyderabad,32,Male,2025-06-14,2,82147.94,41073.97,Education,202,2,4,2,8,Lost / Churned
CUST6348,Customer_412,Kolkata,22,Female,2025-04-23,1,92286.1,92286.1,Electronics,254,2,3,2,7,Lost / Churned
CUST6389,Customer_484,Kolkata,27,Male,2025-08-20,1,313519.95,313519.95,Furniture,135,3,3,4,10,Champions
CUST6394,Customer_338,Bengaluru,57,Female,2025-12-14,1,57013.62,57013.62,Grocery,19,4,3,2,9,Needs Attention
CUST6407,Customer_157,Delhi,26,Female,2025-12-28,2,315050.32,157525.16,Electronics,5,4,4,4,12,Champions
CUST6410,Customer_301,Gaya,61,Male,2025-11-07,1,318649.86,318649.86,Electronics,56,4,3,4,11,Champions
CUST6413,Customer_490,Patna,50,Female,2025-04-24,1,96340.16,96340.16,Fashion,253,2,3,2,7,Lost / Churned
CUST6414,Customer_82,Delhi,30,Male,2025-05-06,1,62429.88,62429.88,Electronics,241,2,3,2,7,Lost / Churned
CUST6421,Customer_218,Gaya,22,Male,2025-10-13,1,38696.65,38696.65,Electronics,81,4,3,1,8,Needs Attention
CUST6432,Customer_194,Mumbai,62,Male,2025-05-16,1,46021.88,46021.88,Education,231,2,3,1,6,Lost / Churned
CUST6436,Customer_288,Bengaluru,52,Male,2025-08-21,1,4418.86,4418.86,Fashion,134,3,3,1,7,Needs Attention
CUST6442,Customer_10,Kolkata,62,Male,2025-10-05,1,429297.21,429297.21,Furniture,89,3,3,4,10,Champions
CUST6444,Customer_251,Mumbai,23,Female,2025-09-06,1,259787.34,259787.34,Education,118,3,3,4,10,Champions
CUST6467,Customer_181,Pune,24,Female,2025-02-11,1,318362.73,318362.73,Grocery,325,1,3,4,8,At-Risk High-Value
CUST6504,Customer_357,Kolkata,34,Male,2025-03-20,1,190162.88,190162.88,Electronics,288,1,3,3,7,At-Risk High-Value
CUST6511,Customer_15,Mumbai,54,Male,2025-09-03,1,54039.78,54039.78,Fashion,121,3,3,2,8,Needs Attention
CUST6518,Customer_410,Hyderabad,44,Female,2025-08-25,1,177138.7,177138.7,Fashion,130,3,3,3,9,Champions
CUST6522,Customer_468,Mumbai,61,Male,2025-06-21,1,107317.63,107317.63,Education,195,2,3,2,7,Lost / Churned
CUST6531,Customer_218,Kolkata,57,Male,2025-04-04,1,78327.66,78327.66,Grocery,273,1,3,2,6,Lost / Churned
CUST6532,Customer_348,Pune,30,Male,2025-08-22,2,610981.74,305490.87,Grocery,133,3,4,4,11,Champions
CUST6538,Customer_365,Pune,37,Female,2025-07-28,1,26611.8,26611.8,Electronics,158,3,3,1,7,Needs Attention
CUST6540,Customer_230,Kolkata,19,Male,2025-04-10,1,87368.96,87368.96,Fashion,267,2,3,2,7,Lost / Churned
CUST6564,Customer_216,Patna,59,Female,2025-02-26,1,142635.56,142635.56,Electronics,310,1,3,3,7,At-Risk High-Value
CUST6565,Customer_431,Gaya,50,Female,2025-06-22,1,168646.62,168646.62,Education,194,2,3,3,8,At-Risk High-Value
CUST6571,Customer_156,Pune,43,Female,2025-12-11,1,75706.23,75706.23,Furniture,22,4,3,2,9,Needs Attention
CUST6578,Customer_194,Hyderabad,64,Female,2025-01-09,1,19202.88,19202.88,Fashion,358,1,3,1,5,Lost / Churned
CUST6584,Customer_449,Mumbai,21,Male,2025-03-27,1,296462.6,296462.6,Electronics,281,1,3,4,8,At-Risk High-Value
CUST6585,Customer_214,Hyderabad,21,Male,2025-06-22,1,103625.84,103625.84,Grocery,194,2,3,2,7,Lost / Churned
CUST6589,Customer_367,Kolkata,30,Male,2025-09-18,1,70470.99,70470.99,Furniture,106,3,3,2,8,Needs Attention
CUST6600,Customer_242,Bengaluru,58,Female,2025-03-07,1,439266.33,439266.33,Electronics,301,1,3,4,8,At-Risk High-Value
CUST6618,Customer_311,Pune,19,Male,2025-04-28,1,230997.12,230997.12,Fashion,249,2,3,4,9,At-Risk High-Value
CUST6621,Customer_104,Mumbai,19,Female,2025-05-14,1,34477.47,34477.47,Education,233,2,3,1,6,Lost / Churned
CUST6625,Customer_121,Hyderabad,18,Male,2025-04-04,1,121251.76,121251.76,Electronics,273,1,3,3,7,At-Risk High-Value
CUST6627,Customer_353,Patna,57,Male,2025-01-14,1,248966.58,248966.58,Grocery,353,1,3,4,8,At-Risk High-Value
CUST6631,Customer_141,Kolkata,58,Male,2025-07-11,1,28924.68,28924.68,Education,175,3,3,1,7,Needs Attention
CUST6638,Customer_350,Bengaluru,45,Male,2025-12-14,1,167313.48,167313.48,Fashion,19,4,3,3,10,Champions
CUST6654,Customer_66,Pune,38,Female,2025-09-20,1,15439.6,15439.6,Electronics,104,3,3,1,7,Needs Attention
CUST6655,Customer_192,Pune,31,Female,2025-10-03,1,3156.7,3156.7,Electronics,91,3,3,1,7,Needs Attention
CUST6658,Customer_274,Patna,60,Male,2025-11-19,1,285180.93,285180.93,Education,44,4,3,4,11,Champions
CUST6678,Customer_241,Kolkata,41,Male,2025-12-17,1,28362.94,28362.94,Grocery,16,4,3,1,8,Needs Attention
CUST6684,Customer_426,Bengaluru,59,Male,2025-03-22,1,193199.4,193199.4,Furniture,286,1,3,3,7,At-Risk High-Value
CUST6697,Customer_137,Pune,26,Male,2025-09-13,1,75059.95,75059.95,Furniture,111,3,3,2,8,Needs Attention
CUST6704,Customer_335,Mumbai,24,Female,2025-12-29,2,452333.24,226166.62,Fashion,4,4,4,4,12,Champions
CUST6706,Customer_215,Mumbai,54,Male,2025-02-14,1,45333.96,45333.96,Electronics,322,1,3,1,5,Lost / Churned
CUST6707,Customer_420,Pune,33,Male,2025-03-20,1,328896.4,328896.4,Electronics,288,1,3,4,8,At-Risk High-Value
CUST6714,Customer_31,Patna,41,Female,2025-02-13,1,439469.6,439469.6,Education,323,1,3,4,8,At-Risk High-Value
CUST6719,Customer_394,Patna,30,Female,2025-01-04,1,45270.45,45270.45,Education,363,1,3,1,5,Lost / Churned
CUST6727,Customer_452,Mumbai,34,Female,2025-11-09,1,111865.08,111865.08,Electronics,54,4,3,2,9,Needs Attention
CUST6728,Customer_413,Bengaluru,64,Male,2025-12-15,1,34757.71,34757.71,Electronics,18,4,3,1,8,Needs Attention
CUST6748,Customer_2,Patna,40,Female,2025-10-12,1,396906.8,396906.8,Education,82,4,3,4,11,Champions
CUST6752,Customer_52,Kolkata,65,Male,2025-10-16,1,59121.8,59121.8,Grocery,78,4,3,2,9,Needs Attention
CUST6762,Customer_235,Delhi,47,Male,2025-01-28,1,10934.02,10934.02,Grocery,339,1,3,1,5,Lost / Churned
CUST6773,Customer_200,Hyderabad,22,Male,2025-04-07,1,132823.76,132823.76,Electronics,270,2,3,3,8,At-Risk High-Value
CUST6780,Customer_262,Hyderabad,42,Female,2025-06-05,1,269519.53,269519.53,Education,211,2,3,4,9,At-Risk High-Value
CUST6783,Customer_7,Kolkata,30,Male,2025-08-25,1,189183.33,189183.33,Education,130,3,3,3,9,Champions
CUST6791,Customer_430,Pune,22,Female,2025-11-27,1,148740.85,148740.85,Furniture,36,4,3,3,10,Champions
CUST6806,Customer_316,Pune,46,Male,2025-04-16,1,246529.68,246529.68,Electronics,261,2,3,4,9,At-Risk High-Value
CUST6814,Customer_70,Bengaluru,62,Male,2025-05-21,1,56546.37,56546.37,Fashion,226,2,3,2,7,Lost / Churned
CUST6815,Customer_295,Patna,43,Female,2025-06-24,1,16650.75,16650.75,Furniture,192,2,3,1,6,Lost / Churned
CUST6821,Customer_73,Pune,24,Male,2025-06-13,1,274083.6,274083.6,Education,203,2,3,4,9,At-Risk High-Value
CUST6828,Customer_222,Bengaluru,50,Male,2025-03-26,1,127614.42,127614.42,Furniture,282,1,3,3,7,At-Risk High-Value
CUST6845,Customer_337,Hyderabad,34,Male,2026-01-01,2,769479.75,384739.875,Fashion,1,4,4,4,12,Champions
CUST6860,Customer_168,Bengaluru,30,Male,2025-08-09,1,30210.72,30210.72,Electronics,146,3,3,1,7,Needs Attention
CUST6862,Customer_257,Patna,45,Female,2025-12-31,1,95386.66,95386.66,Furniture,2,4,3,2,9,Needs Attention
CUST6870,Customer_53,Hyderabad,51,Female,2025-05-24,1,70818.68,70818.68,Grocery,223,2,3,2,7,Lost / Churned
CUST6881,Customer_158,Delhi,41,Female,2025-11-19,1,297463.11,297463.11,Electronics,44,4,3,4,11,Champions
CUST6887,Customer_423,Delhi,21,Male,2025-08-30,1,15733.65,15733.65,Furniture,125,3,3,1,7,Needs Attention
CUST6921,Customer_68,Patna,62,Female,2025-09-09,1,11206.86,11206.86,Electronics,115,3,3,1,7,Needs Attention
CUST6927,Customer_165,Gaya,23,Male,2025-07-09,1,86462.0,86462.0,Furniture,177,3,3,2,8,Needs Attention
CUST6932,Customer_304,Kolkata,31,Male,2025-02-25,1,21090.24,21090.24,Fashion,311,1,3,1,5,Lost / Churned
CUST6933,Customer_224,Patna,23,Female,2025-03-29,1,125483.1,125483.1,Grocery,279,1,3,3,7,At-Risk High-Value
CUST6938,Customer_344,Kolkata,43,Female,2025-04-20,1,119662.88,119662.88,Electronics,257,2,3,3,8,At-Risk High-Value
CUST6944,Customer_460,Gaya,33,Male,2025-11-03,1,34742.76,34742.76,Education,60,4,3,1,8,Needs Attention
CUST6969,Customer_83,Hyderabad,41,Female,2025-04-16,1,167677.65,167677.65,Grocery,261,2,3,3,8,At-Risk High-Value
CUST6987,Customer_107,Gaya,31,Female,2025-02-22,1,6976.56,6976.56,Grocery,314,1,3,1,5,Lost / Churned
CUST6995,Customer_374,Hyderabad,33,Male,2025-01-14,1,325425.87,325425.87,Education,353,1,3,4,8,At-Risk High-Value
CUST6997,Customer_244,Gaya,28,Male,2025-12-06,1,27593.6,27593.6,Electronics,27,4,3,1,8,Needs Attention
CUST7016,Customer_88,Pune,33,Female,2025-07-07,1,184654.44,184654.44,Furniture,179,3,3,3,9,Champions
CUST7026,Customer_317,Bengaluru,28,Male,2025-12-08,2,262752.56,131376.28,Electronics,25,4,4,4,12,Champions
CUST7031,Customer_224,Gaya,37,Female,2025-01-17,1,195199.8,195199.8,Fashion,350,1,3,3,7,At-Risk High-Value
CUST7033,Customer_359,Gaya,33,Male,2025-11-21,1,156203.52,156203.52,Electronics,42,4,3,3,10,Champions
CUST7037,Customer_45,Mumbai,34,Male,2025-12-15,1,405004.41,405004.41,Grocery,18,4,3,4,11,Champions
CUST7042,Customer_137,Kolkata,60,Male,2025-06-08,1,70227.96,70227.96,Education,208,2,3,2,7,Lost / Churned
CUST7059,Customer_224,Delhi,51,Female,2025-06-08,1,13776.48,13776.48,Electronics,208,2,3,1,6,Lost / Churned
CUST7062,Customer_92,Bengaluru,52,Male,2025-09-18,1,180509.76,180509.76,Electronics,106,3,3,3,9,Champions
CUST7065,Customer_335,Bengaluru,24,Female,2025-04-05,1,241144.8,241144.8,Fashion,272,2,3,4,9,At-Risk High-Value
CUST7068,Customer_106,Hyderabad,24,Male,2025-12-01,1,292060.48,292060.48,Education,32,4,3,4,11,Champions
CUST7072,Customer_4,Gaya,62,Female,2025-09-28,1,210619.12,210619.12,Fashion,96,3,3,3,9,Champions
CUST7082,Customer_492,Bengaluru,21,Female,2025-05-06,1,100658.0,100658.0,Education,241,2,3,2,7,Lost / Churned
CUST7091,Customer_1,Mumbai,48,Female,2025-11-25,1,237573.1,237573.1,Grocery,38,4,3,4,11,Champions
CUST7093,Customer_174,Mumbai,23,Male,2025-07-04,1,237005.1,237005.1,Furniture,182,2,3,4,9,At-Risk High-Value
CUST7104,Customer_498,Mumbai,34,Male,2025-11-08,1,245061.25,245061.25,Furniture,55,4,3,4,11,Champions
CUST7110,Customer_176,Hyderabad,60,Male,2025-04-24,1,3953.8,3953.8,Electronics,253,2,3,1,6,Lost / Churned
CUST7117,Customer_6,Gaya,53,Female,2025-02-22,1,39406.86,39406.86,Furniture,314,1,3,1,5,Lost / Churned
CUST7152,Customer_423,Patna,22,Female,2025-08-31,1,106181.76,106181.76,Electronics,124,3,3,2,8,Needs Attention
CUST7164,Customer_251,Pune,64,Male,2025-12-15,1,282545.1,282545.1,Fashion,18,4,3,4,11,Champions
CUST7173,Customer_44,Hyderabad,21,Male,2025-11-02,1,47212.5,47212.5,Electronics,61,4,3,1,8,Needs Attention
CUST7176,Customer_434,Bengaluru,33,Male,2025-04-18,1,54990.9,54990.9,Furniture,259,2,3,2,7,Lost / Churned
CUST7177,Customer_40,Hyderabad,21,Male,2025-06-16,1,75415.95,75415.95,Fashion,200,2,3,2,7,Lost / Churned
CUST7178,Customer_478,Bengaluru,64,Male,2025-09-17,1,16185.56,16185.56,Furniture,107,3,3,1,7,Needs Attention
CUST7185,Customer_285,Delhi,61,Female,2025-02-15,1,98255.31,98255.31,Furniture,321,1,3,2,6,Lost / Churned
CUST7186,Customer_150,Mumbai,36,Female,2025-02-27,1,10625.65,10625.65,Fashion,309,1,3,1,5,Lost / Churned
CUST7187,Customer_149,Patna,38,Male,2025-01-04,1,16633.85,16633.85,Electronics,363,1,3,1,5,Lost / Churned
CUST7188,Customer_180,Bengaluru,37,Male,2025-09-26,2,88709.25,44354.625,Electronics,98,3,4,2,9,Needs Attention
CUST7196,Customer_286,Delhi,40,Male,2025-08-26,1,267104.88,267104.88,Furniture,129,3,3,4,10,Champions
